,cusip no,issuer name,price,shares,currency,market valuation,price USD
914,33738G 10 4,FIRST COM,188.62,6497,USD,1225464.1400000001,188.62
915,33739B 10 4,FIRST COM,284.23,9763,USD,2774937.49,284.23
916,33744V 10 3,FIRST COM,98.61,5095,EUR,502417.95,108.44
917,33748L 10 1,FIRST COM,297.12,12899,EUR,3832550.88,326.75
918,33749P 20 0,FIRST COM,90.61,12886,USD,1167600.46,90.61
919,33749P 30 9,FIRST COM,124.86,14324,EUR,1788494.64,137.31
920,33751L 10 5,FIRST COM,184.53,14403,EUR,2657785.59,202.93
921,33766Y 10 0,FIRSTHAND TECHNOLOGY VALUE COM,229.36,7634,EUR,1750934.24,252.23
922,33767E 20 2,FIRSTSERVICE CORP NEW COM,76.82,5953,EUR,457309.45999999996,84.48
923,33768G 10 7,FIRSTCASH HOLDINGS INC COM,32.87,10613,USD,348849.31,32.87
924,337738 10 8,FISERV INC COM,33.69,7004,EUR,235964.75999999998,37.05
925,337932 10 7,FIRSTENERGY CORP COM,282.24,7344,EUR,2072770.56,310.39
926,33829M 10 1,FIVE BELOW INC COM,307.46,11411,EUR,3508426.0599999996,338.12
927,338307 10 1,FIVE9 INC COM,256.7,4368,USD,1121265.5999999999,256.7
928,338478 10 0,FLAHERTY COM,272.08,11,USD,2992.8799999999997,272.08
929,338479 10 8,FLAHERTY COM,8.01,4332,USD,34699.32,8.01
930,33848E 10 6,FLAHERTY COM,337.97,5958,USD,2013625.2600000002,337.97
931,338480 10 6,FLAHERTY COM,47.99,11212,USD,538063.88,47.99
932,34380C 10 2,FLUENT COM,22.61,12774,EUR,288820.14,24.86
933,34385P 10 8,STANDARD BIOTOOLS INC COM,150.83,14667,EUR,2212223.6100000003,165.87
934,343873 10 5,FLUSHING FINL CORP COM,293.27,3142,USD,921454.34,293.27
935,34417J 10 4,FOCUS UNVL INC COM,339.87,12994,USD,4416270.78,339.87
936,344174 10 7,FOGHORN THERAPEUTICS INC COM,79.17,7014,USD,555298.38,79.17
937,344849 10 4,FOOT LOCKER INC COM,195.48,832,EUR,162639.36,214.98
938,345370 86 0,FORD MTR CO DEL COM,84.95,3560,EUR,302422.0,93.42
939,346232 10 1,FORESTAR GROUP INC COM,145.95,8406,EUR,1226855.7,160.51
940,34629L 10 3,FORGE GLOBAL HOLDINGS INC COM,210.22,8424,EUR,1770893.28,231.19
941,34630N 10 6,FORIAN INC COM,69.88,3529,USD,246606.52,69.88
942,346375 10 8,FORMFACTOR INC COM,77.85,840,USD,65393.99999999999,77.85
943,346563 10 9,FORRESTER RESH INC COM,95.94,11254,USD,1079708.76,95.94
944,349553 10 7,FORTIS INC COM,315.6,3155,EUR,995718.0000000001,347.07
945,34959E 10 9,FORTINET INC COM,119.09,11475,USD,1366557.75,119.09
946,34959J 10 8,FORTIVE CORP COM,283.14,4421,EUR,1251761.94,311.38
947,34960Q 10 9,FORTRESS BIOTECH INC COM,24.91,259,USD,6451.69,24.91
948,34962G 10 9,FORTE BIOSCIENCES INC COM,122.1,7667,EUR,936140.7,134.28
949,34964C 10 6,FORTUNE BRANDS INNOVATIONS I COM,339.74,9121,USD,3098768.54,339.74
950,34984V 20 9,FORUM ENERGY TECHNOLOGIES COM,257.87,6231,EUR,1606787.97,283.59
951,349853 10 1,FORWARD AIR CORP COM,0.23,538,USD,123.74000000000001,0.23
952,34988N 10 4,FORZA X1 INC COM,80.65,3108,EUR,250660.2,88.69
953,34988V 10 6,FOSSIL GROUP INC COM,67.55,2891,EUR,195287.05,74.29
954,349915 10 8,FORTUNA SILVER MINES COM,256.56,4098,USD,1051382.8800000001,256.56
955,350060 10 9,FOSTER L B CO COM,134.03,12929,USD,1732873.87,134.03
956,35086T 10 9,FOUR CORNERS PPTY TR INC COM,24.85,611,USD,15183.35,24.85
957,35104E 10 0,4D MOLECULAR THERAPEUTICS IN COM,151.44,4099,EUR,620752.5599999999,166.54
958,35138V 10 2,FOX FACTORY HLDG CORP COM,163.59,3492,USD,571256.28,163.59
959,35180X 10 5,FRANCHISE GROUP INC COM,129.61,6715,EUR,870331.1500000001,142.54
960,351858 10 5,FRANCO NEV CORP COM,185.37,12319,USD,2283573.0300000003,185.37
961,353469 10 9,FRANKLIN COM,95.71,14781,EUR,1414689.51,105.26
962,353514 10 2,FRANKLIN COM,331.5,7961,EUR,2639071.5,364.56
963,353525 10 8,FRANKLIN COM,331.64,632,USD,209596.47999999998,331.64
964,354613 10 1,FRANKLIN COM,77.31,1927,USD,148976.37,77.31
965,35471R 10 6,FRANKLIN COM,342.17,4969,EUR,1700242.73,376.29
966,35472T 10 1,FRANKLIN COM,108.34,11379,EUR,1232800.86,119.14
967,358039 10 5,FRESHPET INC COM,141.96,8806,EUR,1250099.76,156.12
968,35905A 10 9,FRONTDOOR INC COM,274.28,1816,USD,498092.4799999999,274.28
969,35909D 10 9,FRONTIER COMMUNICATIONS PARE COM,224.8,6939,EUR,1559887.2000000002,247.22
970,35909R 10 8,FRONTIER GROUP HLDGS INC COM,64.83,2350,USD,152350.5,64.83
971,35952H 60 1,FUELCELL ENERGY INC COM,134.73,11850,EUR,1596550.4999999998,148.17
972,359523 10 7,FUEL TECH INC COM,194.24,13145,EUR,2553284.8000000003,213.61
973,35953D 10 4,FUBOTV COM,183.47,10734,USD,1969366.98,183.47
974,36118A 10 0,FUSION PHARMACEUTICALS INC COM,58.42,6591,EUR,385046.22000000003,64.25
975,36118W 10 2,FUTURE HEALTH ESG CORP COM,308.13,2696,EUR,830718.48,338.86
976,36120Q 10 1,FVCBANKCORP INC COM,46.51,5083,EUR,236410.33,51.15
977,36227K 10 6,GSE SYS INC COM,237.59,1842,USD,437640.78,237.59
978,36237H 10 1,G III APPAREL GROUP LTD COM,59.19,13636,EUR,807114.84,65.09
979,36239Q 10 9,GABELLI MULTIMEDIA TR INC COM,55.1,6955,USD,383220.5,55.1
980,362397 10 1,GABELLI EQUITY TR INC COM,189.39,8252,USD,1562846.2799999998,189.39
981,36240A 10 1,GABELLI UTIL TR COM,166.74,13047,EUR,2175456.7800000003,183.37
982,36240B 10 9,GABELLI CONV & INC SECS FD COM,267.28,6812,EUR,1820711.3599999999,293.94
983,36241U 10 6,GSI TECHNOLOGY INC COM,348.17,11694,USD,4071499.98,348.17
984,36249W 10 4,GABELLI GLOBAL SMALL & MID C COM,102.04,10928,EUR,1115093.12,112.22
985,36251C 10 3,GMS INC COM,36.13,4785,USD,172882.05000000002,36.13
986,36269B 10 5,GAIN THERAPEUTICS INC COM,236.27,13729,USD,3243750.83,236.27
987,36322Q 10 7,GALECTO INC COM,8.17,13499,EUR,110286.83,8.98
988,36338D 10 8,GALERA THERAPEUTICS INC COM,233.6,2923,USD,682812.7999999999,233.6
989,36352H 10 0,GALIANO GOLD INC COM,85.15,55,USD,4683.25,85.15
990,363576 10 9,GALLAGHER ARTHUR J & CO COM,205.16,3427,EUR,703083.32,225.62
991,36467J 10 8,GAMING & COM,245.2,7818,USD,1916973.5999999999,245.2
992,36472T 10 9,GANNETT COM,167.36,5737,USD,960144.3200000001,167.36
993,364760 10 8,GAP INC COM,25.59,5594,USD,143150.46,25.59
994,366505 10 5,GARRETT MOTION INC COM,286.11,7812,EUR,2235091.3200000003,314.64
995,366651 10 7,GARTNER INC COM,33.81,8774,EUR,296648.94,37.18
996,368036 10 9,GATOS SILVER INC COM,47.66,13605,EUR,648414.2999999999,52.41
997,371532 10 2,GENESCO COM,116.35,13259,USD,1542684.65,116.35
998,371901 10 9,GENTEX C COM,345.12,6749,EUR,2329214.88,379.54
999,37229T 30 1,GENIUS BRANDS INTL COM,286.9,7451,EUR,2137691.9,315.51
1000,372446 10 4,GENPREX INC COM,335.79,2108,USD,707845.3200000001,335.79
1001,372460 10 5,GENUINE PARTS CO COM,279.91,4825,USD,1350565.7500000002,279.91
1002,374689 10 7,GIBRALTAR INDS INC COM,9.98,1711,USD,17075.780000000002,9.98
1003,375558 10 3,GILEAD SCIENCES INC COM,264.96,1138,EUR,301524.48,291.38
1004,375916 10 3,GILDAN ACTIVEWEAR INC COM,251.5,2543,USD,639564.5,251.5
1005,37637Q 10 5,GLACIER BANCORP INC NEW COM,10.39,687,EUR,7137.93,11.43
1006,376535 10 0,GLADSTONE CAPITAL CORP COM,53.39,3478,EUR,185690.42,58.71
1007,376536 10 8,GLADSTONE COMMERCIAL CORP COM,177.19,12462,EUR,2208141.78,194.86
1008,376546 10 7,GLADSTONE INVT CORP COM,41.25,7733,EUR,318986.25,45.36
1009,37892C 10 6,GLIMPSE GROUP INC COM,56.23,7505,USD,422006.14999999997,56.23
1010,37892E 10 2,GLOBAL INDUSTRIAL COMPANY COM,191.24,1297,EUR,248038.28,210.31
1011,37892F 10 9,GLOBALINK INVT INC COM,233.52,1825,EUR,426174.0,256.81
1012,378973 40 8,GLOBALSTAR INC COM,134.42,2608,USD,350567.36,134.42
1013,38000Q 10 2,GLYCOMIMETICS INC COM,209.69,12173,USD,2552556.37,209.69
1014,38021H 10 7,GOAL ACQUISITIONS COM,273.73,2041,USD,558682.93,273.73
1015,38046C 10 9,GOGO INC COM,222.73,8291,USD,1846654.43,222.73
1016,38068T 10 5,GOLD RESOURCE CORP COM,6.08,6486,USD,39434.88,6.08
1017,381013 10 1,GOLDEN ENTMT INC COM,196.46,500,EUR,98230.0,216.05
1018,381098 30 0,GOLDEN MATRIX GROUP INC COM,270.98,2048,EUR,554967.04,298.0
1019,38148G 20 6,GOLDMAN COM,108.28,7678,EUR,831373.84,119.08
1020,,,298.12,13041,EUR,3887782.92,327.85
1021,38173M 10 2,GOLUB COM,183.93,8781,USD,1615089.33,183.93
1022,382550 10 1,GOODYEAR TIRE & RUBR COM,283.94,12569,EUR,3568841.86,312.26
1023,388689 10 1,GRAPHIC PACKAGING HLDG CO COM,216.13,4359,EUR,942110.6699999999,237.68
1024,38870X 10 4,GRAPHITE BIO INC COM,240.02,4026,USD,966320.52,240.02
1025,389375 10 6,GRAY TELEVISION INC COM,275.34,4398,USD,1210945.3199999998,275.34
1026,38983D 30 0,GREAT AJAX CORP COM,289.55,6992,USD,2024533.6,289.55
1027,390607 10 9,GREAT LAKES DREDGE & DOCK COM,286.44,12349,EUR,3537247.56,315.01
1028,390905 10 7,GREAT SOUTHN BANCORP INC COM,269.46,6324,USD,1704065.0399999998,269.46
1029,392709 10 1,GREEN BRICK PARTNERS INC COM,301.62,3420,USD,1031540.4,301.62
1030,395259 10 4,GREENHILL COM,264.52,9052,EUR,2394435.04,290.9
1031,396879 10 8,GREENWICH COM,292.15,9140,EUR,2670251.0,321.29
1032,398433 10 2,GRIFFON CORP COM,62.24,8338,EUR,518957.12,68.45
1033,39854F 10 1,GRINDR INC COM,194.08,13607,EUR,2640846.56,213.44
1034,39868T 10 5,GRITSTONE BIO INC COM,330.49,9850,USD,3255326.5,330.49
1035,39874R 10 1,GROCERY OUTLET HLDG CORP COM,345.49,4368,USD,1509100.32,345.49
1036,39878L 40 7,GROM SOCIAL ENTRPRISES INC COM,242.6,6186,EUR,1500723.5999999999,266.79
1037,398905 10 9,GROUP 1 AUTOMOTIVE INC COM,210.1,8182,EUR,1719038.2,231.05
1038,39959A 10 6,UPEXI COM,318.72,7064,USD,2251438.08,318.72
1039,39986L 10 9,GROWGENERATION CORP COM,113.4,5138,EUR,582649.2000000001,124.71
1040,400764 10 6,GUARANTY BANCSHARES INC COM,39.65,11747,USD,465768.55,39.65
1041,40131M 10 9,GUARDANT HEALTH COM,303.41,6359,EUR,1929384.1900000002,333.67
1042,40145Q 40 1,GUARDION HEALTH COM,242.75,14109,USD,3424959.75,242.75
1043,401617 10 5,GUESS INC COM,145.38,1107,EUR,160935.66,159.88
1044,401664 10 7,GUGGENHEIM COM,344.99,4794,USD,1653882.06,344.99
1045,40171V 10 0,GUIDEWIRE COM,241.85,688,USD,166392.8,241.85
1046,402307 10 2,GULF IS FABRICATION INC COM,258.81,8821,EUR,2282963.0100000002,284.62
1047,40251W 40 8,GULF RES INC COM,0.48,8419,EUR,4041.12,0.53
1048,403829 10 4,GYRODYNE LLC COM,178.39,1888,EUR,336800.31999999995,196.18
1049,403949 10 0,HF SINCLAIR CORP COM,334.3,5012,EUR,1675511.6,367.64
1050,404030 10 8,H & E EQUIPMENT SERVICES COM,125.09,8014,EUR,1002471.26,137.57
1051,404111 10 6,HBT FINL INC. COM,247.59,14832,EUR,3672254.88,272.28
1052,40412C 10 1,HCA HEALTHCARE INC COM,349.04,5348,EUR,1866665.9200000002,383.85
1053,40416E 10 3,HCI GROUP INC COM,191.96,14892,EUR,2858668.3200000003,211.1
1054,40417F 10 9,HF FOODS GROUP COM,268.92,14817,EUR,3984587.64,295.74
1055,40424G 10 8,HMN FINL INC COM,70.76,11354,EUR,803409.04,77.82
1056,404251 10 0,HNI CORP COM,88.37,14898,USD,1316536.26,88.37
1057,40434H 30 2,HTG MOLECULAR DIAGNOSTICS COM,343.98,12548,EUR,4316261.04,378.28
1058,40434L 10 5,HP INC COM,159.47,7046,EUR,1123625.6199999999,175.37
1059,40441H 10 5,HV BANCORP INC COM,104.09,6349,USD,660867.41,104.09
1060,404609 10 9,HACKETT GROUP INC COM,200.61,7070,EUR,1418312.7000000002,220.62
1061,40472A 10 2,HNR ACQUISITION CORP COM,303.36,6825,USD,2070432.0,303.36
1062,405024 10 0,HAEMONETICS COM,306.14,957,EUR,292975.98,336.67
1063,405217 10 0,HAIN CELESTIAL GROUP INC COM,141.31,12610,USD,1781919.1,141.31
1064,40609P 10 5,HALLADOR ENERGY COMPANY COM,216.0,12825,EUR,2770200.0,237.54
1065,406216 10 1,HALLIBURTON CO COM,155.63,1072,EUR,166835.36,171.15
1066,40624Q 30 2,HALLMARK FINL SVCS INC COM,96.58,6409,USD,618981.22,96.58
1067,40637H 10 9,HALOZYME THERAPEUTICS INC COM,33.8,9609,USD,324784.19999999995,33.8
1068,410120 10 9,HANCOCK WHITNEY CORPORATION COM,236.82,10638,USD,2519291.16,236.82
1069,410123 10 3,HANCOCK JOHN INCOME SECS TR COM,70.6,444,USD,31346.399999999998,70.6
1070,41013V 10 0,HANCOCK JOHN TAX-ADVANTAGED COM,9.55,11681,USD,111553.55,9.55
1071,41013X 10 6,HANCOCK JOHN PFD INCOME FD COM,303.1,6053,EUR,1834664.3,333.33
1072,410142 10 3,HANCOCK JOHN INVT TR II COM,104.5,14226,USD,1486617.0,104.5
1073,41021P 10 3,HANCOCK JOHN PFD INCOME FD COM,82.24,8459,USD,695668.1599999999,82.24
1074,410345 10 2,HANESBRANDS INC COM,37.53,13978,EUR,524594.34,41.27
1075,41068X 10 0,HANNON ARMSTRONG SUST INFR COM,249.43,7602,EUR,1896166.86,274.31
1076,410867 10 5,HANOVER COM,17.92,13829,USD,247815.68000000002,17.92
1077,41150T 10 8,HARBOR CUSTOM DEVELOPMENT COM,212.68,6132,USD,1304153.76,212.68
1078,412822 10 8,HARLEY DAVIDSON INC COM,85.79,12669,USD,1086873.51,85.79
1079,413160 10 2,HARMONIC INC COM,201.15,712,USD,143218.80000000002,201.15
1080,413197 10 4,HARMONY BIOSCIENCES HLDGS IN COM,98.51,2423,EUR,238689.73,108.33
1081,41358P 10 6,HARPOON THERAPEUTICS INC COM,33.89,4243,USD,143795.27,33.89
1082,416515 10 4,HARTFORD FINL SVCS GROUP INC COM,105.95,11086,USD,1174561.7,105.95
1083,416906 10 5,HARVARD BIOSCIENCE INC COM,217.09,5292,EUR,1148840.28,238.74
1084,418056 10 7,HASBRO INC COM,148.02,10879,USD,1610309.58,148.02
1085,419596 10 1,HAVERTY FURNITURE COS INC COM,88.13,9522,USD,839173.86,88.13
1086,422819 10 2,HEIDRICK & STRUGGLES INTL IN COM,316.87,3041,EUR,963601.67,348.47
1087,42328H 10 9,HELIOS TECHNOLOGIES INC COM,33.26,4271,USD,142053.46,33.26
1088,42330P 10 7,HELIX ENERGY SOLUTIONS GRP I COM,292.82,1709,EUR,500429.38,322.02
1089,423452 10 1,HELMERICH & PAYNE INC COM,305.51,5854,EUR,1788455.54,335.98
1090,425885 10 0,HENNESSY COM,236.16,14571,EUR,3441087.36,259.71
1091,426897 10 4,HEPION PHARMACEUTICALS INC COM,18.8,3809,EUR,71609.2,20.67
1092,426927 10 9,HERITAGE COMM CORP COM,296.84,13898,USD,4125482.32,296.84
1093,42704L 10 4,HERC HLDGS INC COM,169.91,14342,EUR,2436849.2199999997,186.85
1094,427096 50 8,HERCULES CAPITAL INC COM,140.39,11433,USD,1605078.8699999999,140.39
1095,42722X 10 6,HERITAGE FINL CORP WASH COM,4.66,10609,USD,49437.94,4.66
1096,42726M 10 6,HERITAGE CRYSTAL CLEAN INC COM,104.98,11724,USD,1230785.52,104.98
1097,42727J 10 2,HERITAGE INSURANCE COM,286.99,2250,USD,645727.5,286.99
1098,427746 10 2,HERON THERAPEUTICS COM,317.08,5200,USD,1648816.0,317.08
1099,427866 10 8,HERSHEY CO COM,282.25,6033,USD,1702814.25,282.25
1100,42804T 10 6,HERZFELD CARIBBEAN BASIN FD COM,81.3,12012,EUR,976575.6,89.41
1101,42809H 10 7,HESS CORP COM,215.72,4883,USD,1053360.76,215.72
1102,42824C 10 9,HEWLETT PACKARD ENTERPRISE COM,66.46,562,EUR,37350.52,73.09
1103,428291 10 8,HEXCEL CORP NEW COM,39.07,12479,USD,487554.53,39.07
1104,428304 40 6,HEXO CORP COM,167.12,11818,EUR,1975024.1600000001,183.79
1105,428567 10 1,HIBBETT INC COM,15.02,7143,USD,107287.86,15.02
1106,43010T 10 4,HIGHLAND COM,122.31,8538,USD,1044282.78,122.31
1107,43114Q 10 5,HIGHPEAK COM,39.14,8895,USD,348150.3,39.14
1108,431284 10 8,HIGHWOODS COM,107.62,2232,EUR,240207.84,118.35
1109,431571 10 8,HILLENBRAND INC COM,138.03,10033,EUR,1384854.99,151.8
1110,431636 10 9,HILLMAN SOLUTIONS CORP COM,299.75,7957,USD,2385110.75,299.75
1111,432705 10 1,HILLSTREAM BIOPHARMA INC COM,178.52,13543,EUR,2417696.3600000003,196.32
1112,432748 10 1,HILLTOP HOLDINGS INC COM,192.4,2983,EUR,573929.2000000001,211.59
1113,43283X 10 5,HILTON GRAND VACATIONS COM,204.58,14232,USD,2911582.56,204.58
1114,43300A 20 3,HILTON WORLDWIDE HLDGS COM,143.53,10413,EUR,1494577.89,157.84
1115,,,222.65,3288,EUR,732073.2000000001,244.85
1116,433535 10 1,HIREQUEST INC COM,177.13,13292,USD,2354411.96,177.13
1117,433537 10 7,HIRERIGHT HOLDINGS COM,248.59,2022,EUR,502648.98,273.38
1118,43538H 10 3,HOLLEY INC COM,260.47,14957,EUR,3895849.7900000005,286.45
1119,436440 10 1,HOLOGIC INC COM,204.35,3869,USD,790630.15,204.35
1120,43689E 10 7,HOME BANCORP INC COM,44.22,4979,USD,220171.38,44.22
1121,436893 20 0,HOME COM,16.38,7973,USD,130597.73999999999,16.38
1122,437076 10 2,HOME COM,266.04,8598,USD,2287411.9200000004,266.04
1123,43708L 10 8,HOME COM,118.81,2094,EUR,248788.14,130.66
1124,43734L 10 6,HOME COM,199.15,2963,USD,590081.4500000001,199.15
1125,43785V 10 2,HOMESTREET INC COM,337.8,12228,EUR,4130618.4,371.49
1126,437872 10 4,HOMETRUST BANCSHARES INC COM,228.08,5846,USD,1333355.6800000002,228.08
1127,438083 10 7,HOMOLOGY MEDICINES INC COM,49.92,2381,EUR,118859.52,54.9
1128,438333 10 6,HONEST CO INC COM,18.7,14745,EUR,275731.5,20.56
1129,438516 10 6,HONEYWELL INTL INC COM,171.73,8816,USD,1513971.68,171.73
1130,439038 10 0,HOOKER FURNISHINGS CORPORATI COM,79.72,1475,EUR,117587.0,87.67
1131,43906K 10 0,HOOKIPA PHARMA INC COM,272.32,11101,EUR,3023024.32,299.48
1132,43940T 10 9,HOPE BANCORP INC COM,275.49,14697,EUR,4048876.5300000003,302.96
1133,440327 10 4,HORACE MANN EDUCATORS CORP N COM,257.73,6386,USD,1645863.78,257.73
1134,445658 10 7,HUNT J B TRANS SVCS INC COM,312.98,6789,EUR,2124821.22,344.19
1135,446150 10 4,HUNTINGTON BANCSHARES INC COM,71.77,13837,USD,993081.49,71.77
1136,446413 10 6,HUNTINGTON INGALLS INDS INC COM,297.4,284,EUR,84461.59999999999,327.06
1137,447011 10 7,HUNTSMAN CORP COM,124.27,8136,EUR,1011060.72,136.66
1138,447324 10 4,HURCO CO COM,278.68,13437,USD,3744623.16,278.68
1139,447462 10 2,HURON CONSULTING GROUP INC COM,198.08,8779,EUR,1738944.32,217.83
1140,44812T 10 2,HUT 8 MNG CORP COM,81.08,1848,EUR,149835.84,89.17
1141,44888K 20 9,HYDROFARM HLDGS GROUP INC COM,114.15,10269,EUR,1172206.35,125.53
1142,44916T 10 7,HYRECAR INC COM,255.42,2367,EUR,604579.14,280.89
1143,44925C 10 3,ICF INTL INC COM,138.94,4622,EUR,642180.6799999999,152.8
1144,449253 10 3,IAA INC COM,36.34,12177,EUR,442512.18000000005,39.96
1145,44930G 10 7,ICU MED INC COM,269.86,12260,EUR,3308483.6,296.77
1146,451107 10 6,IDACORP INC COM,74.0,11974,EUR,886076.0,81.38
1147,45114M 10 9,ICOSAVAX INC COM,271.84,2560,USD,695910.3999999999,271.84
1148,45166A 10 2,IDEAYA BIOSCIENCES INC COM,333.77,10903,EUR,3639094.3099999996,367.06
1149,45166V 10 6,IDEANOMICS INC COM,130.03,13943,EUR,1813008.29,143.0
1150,45167R 10 4,IDEX CORP COM,65.26,13314,EUR,868871.64,71.77
1151,45168D 10 4,IDEXX LABS INC COM,45.1,2170,USD,97867.0,45.1
1152,45256X 10 3,IMMUNITYBIO INC COM,191.36,97,USD,18561.920000000002,191.36
1153,45257U 10 8,IMMUNOME INC COM,109.59,6134,USD,672225.06,109.59
1154,45258J 10 2,IMMUNOVANT COM,136.69,9444,USD,1290900.3599999999,136.69
1155,45332Y 10 9,INARI MED COM,212.61,12503,EUR,2658262.83,233.81
1156,45337C 10 2,INCYTE COM,237.69,11108,USD,2640260.52,237.69
1157,45339J 10 5,INDAPTUS THERAPEUTICS INC COM,348.47,13236,EUR,4612348.92,383.22
1158,453415 60 6,INDEPENDENCE CONTRACT DRILLI COM,177.6,2330,EUR,413808.0,195.31
1159,45378A 10 6,INDEPENDENCE RLTY TR INC COM,156.36,11710,USD,1830975.6,156.36
1160,453836 10 8,INDEPENDENT BK CORP MASS COM,118.65,11532,USD,1368271.8,118.65
1161,45384B 10 6,INDEPENDENT BANK GROUP INC COM,108.36,12559,EUR,1360893.24,119.17
1162,454089 10 3,INDIA FD INC COM,60.18,3815,USD,229586.7,60.18
1163,45580R 10 3,INDUS REALTY TRUST INC COM,205.66,13718,EUR,2821243.88,226.17
1164,45665G 30 3,INFINITY PHARMACEUTICALS INC COM,51.45,12545,USD,645440.25,51.45
1165,45667G 10 3,INFINERA CORP COM,258.81,10414,EUR,2695247.34,284.62
1166,456696 10 3,WAVEDANCER INC COM,252.19,11220,EUR,2829571.8,277.34
1167,45674E 10 9,IN8BIO INC COM,43.68,13479,EUR,588762.72,48.04
1168,45675Y 10 4,INFORMATION SVCS GROUP INC COM,3.0,10871,EUR,32613.0,3.3
1169,45768S 10 5,INNOSPEC INC COM,269.18,13690,USD,3685074.2,269.18
1170,45769N 10 5,INNOVATIVE SOLUTIONS & COM,235.34,11730,USD,2760538.2,235.34
1171,457730 10 9,INSPIRE MED SYS INC COM,299.66,6027,USD,1806050.82,299.66
1172,45774W 10 8,INSTEEL INDS INC COM,101.38,9715,USD,984906.7,101.38
1173,45778Q 10 7,INSPERITY INC COM,68.01,9952,EUR,676835.52,74.79
1174,45779A 84 6,INSPIREMD INC COM,332.11,7674,USD,2548612.14,332.11
1175,457790 10 3,INSTRUCTURE HLDGS INC COM,97.98,11746,EUR,1150873.08,107.75
1176,45780L 10 4,INOGEN INC COM,108.77,10622,USD,1155354.94,108.77
1177,45784P 10 1,INSULET CORP COM,109.05,11944,USD,1302493.2,109.05
1178,45790W 10 8,INOZYME PHARMA INC COM,323.82,11172,EUR,3617717.04,356.11
1179,458140 10 0,INTEL CORP COM,188.83,1594,USD,300995.02,188.83
1180,45825X 20 4,INTELLINETICS COM,284.03,918,EUR,260739.53999999998,312.36
1181,45826H 10 9,INTEGER HLDGS COM,107.45,8794,USD,944915.3,107.45
1182,45826J 10 5,INTELLIA COM,17.92,7898,EUR,141532.16,19.71
1183,45827U 10 9,INTAPP INC COM,186.56,13274,USD,2476397.44,186.56
1184,45828L 10 8,INTEGRAL AD SCIENCE HLDNG CO COM,294.18,10780,EUR,3171260.4,323.52
1185,458334 10 9,INTER PARFUMS INC COM,314.8,4110,USD,1293828.0,314.8
1186,45845P 10 8,INTERCEPT PHARMACEUTICALS IN COM,235.79,10182,EUR,2400813.78,259.31
1187,45866F 10 4,INTERCONTINENTAL EXCHANGE IN COM,53.56,14928,EUR,799543.68,58.9
1188,458665 30 4,INTERFACE INC COM,49.39,12503,USD,617523.17,49.39
1189,45867G 10 1,INTERDIGITAL INC COM,151.89,11665,EUR,1771796.8499999999,167.04
1190,458685 10 4,INTERGROUP CORP COM,322.06,4810,EUR,1549108.6,354.18
1191,459044 10 3,INTERNATIONAL BANCSHARES COR COM,100.16,11846,EUR,1186495.3599999999,110.15
1192,459200 10 1,INTERNATIONAL BUSINESS MACHS COM,111.81,6480,EUR,724528.8,122.96
1193,459506 10 1,INTERNATIONAL FLAVORS&FRAGRA COM,51.42,9152,EUR,470595.84,56.55
1194,46005L 10 1,INTERNATIONAL MNY EXPRESS IN COM,71.55,1892,USD,135372.6,71.55
1195,460146 10 3,INTERNATIONAL PAPER CO COM,316.66,6918,USD,2190653.8800000004,316.66
1196,46050R 10 2,INTERNATIONAL TOWER HILL MIN COM,85.64,1264,USD,108248.96,85.64
1197,460690 10 0,INTERPUBLIC G COM,82.99,10083,USD,836788.1699999999,82.99
1198,46090R 10 4,INVESTCORP CR MGMT BDC INC COM,18.04,211,USD,3806.4399999999996,18.04
1199,461147 10 0,INTEST CORP COM,168.05,3575,USD,600778.75,168.05
1200,461148 10 8,INTEVAC INC COM,170.01,14814,EUR,2518528.1399999997,186.96
1201,46116X 10 1,INTRA-CELLULAR THERAPIES INC COM,307.02,9552,EUR,2932655.04,337.64
1202,461202 10 3,INTUIT COM,302.19,9643,USD,2914018.17,302.19
1203,461203 10 1,INVACARE CORP COM,254.39,1260,USD,320531.39999999997,254.39
1204,46121Y 20 1,INTREPID POTASH INC COM,169.23,2089,EUR,353521.47,186.11
1205,46131B 70 4,INVESCO MORTGAGE CAPITAL INC COM,39.97,13927,USD,556662.19,39.97
1206,46131F 10 1,INVESCO HIGH INCOME TR II COM,323.66,6300,USD,2039058.0000000002,323.66
1207,46131H 10 7,INVESCO SR INCOME TR COM,26.25,10291,USD,270138.75,26.25
1208,46131J 10 3,INVESCO MUNICIPAL TRUST COM,347.18,13429,USD,4662280.22,347.18
1209,46131M 10 6,INVESCO TR INVT GRADE MUNS COM,80.18,1649,EUR,132216.82,88.18
1210,46131T 10 1,INVESCO TR INVT GRADE NEW YO COM,257.46,6473,USD,1666538.5799999998,257.46
1211,46132C 10 7,INVESCO MUN OPPORTUNITY TR COM,329.24,13128,USD,4322262.72,329.24
1212,46132H 10 6,INVESCO CALIF VALUE MUN INCO COM,183.0,6164,EUR,1128012.0,201.25
1213,46132K 10 9,INVESCO PA VALUE MUN INC TR COM,19.83,10493,EUR,208076.18999999997,21.81
1214,46132L 10 7,INVESCO BD FD COM,107.74,8802,EUR,948327.48,118.48
1215,46132P 10 8,INVESCO VALUE MUN INCOME TR COM,235.89,12744,EUR,3006182.1599999997,259.42
